date,sum_stats,brand_1,brand_2,brand_3,brand_4
2014-06-12,828,100,168,530,30
2014-06-13,948,183,228,457,80
2014-06-14,1106,166,306,569,65
2014-06-15,744,84,129,481,50
2014-06-16,679,135,158,337,49
2014-06-17,590,123,144,288,35
2014-06-18,593,110,233,214,36
2014-06-19,545,97,171,246,31
2014-06-20,778,159,193,373,53
2014-06-21,1040,257,290,427,66
2014-06-22,378,90,114,169,5
2014-06-23,507,112,123,236,36
2014-06-24,478,140,163,144,31
2014-06-25,463,150,173,112,28
2014-06-26,322,109,156,21,36
2014-06-27,404,129,201,12,62
2014-06-28,488,201,196,52,39
2014-06-29,249,127,89,19,14
2014-06-30,250,87,115,17,31
2014-07-01,349,132,163,24,30
2014-07-02,267,123,115,17,12
2014-07-03,295,129,119,19,28
2014-07-04,378,153,155,33,37
2014-07-05,398,162,160,45,31
2014-07-06,187,67,95,9,16
2014-07-07,256,97,97,29,33
2014-07-08,270,96,125,22,27
2014-07-09,281,111,113,23,34
2014-07-10,660,118,163,34,345
2014-07-11,723,114,172,24,413
2014-07-12,867,177,216,33,441
2014-07-13,339,82,78,28,151
2014-07-14,516,93,134,26,263
2014-07-15,383,69,117,9,188
2014-07-16,528,97,143,16,272
2014-07-17,450,87,124,22,217
2014-07-18,540,140,141,46,213
2014-07-19,623,128,225,27,243
2014-07-20,285,71,74,16,124
2014-07-21,395,142,103,46,104
2014-07-22,377,89,118,11,159
2014-07-23,346,101,148,19,78
2014-07-24,447,296,115,21,15
2014-07-25,537,340,146,35,16
2014-07-26,834,478,282,45,29
2014-07-27,325,219,83,17,6
2014-07-28,330,183,98,26,23
2014-07-29,421,259,107,26,29
2014-07-30,497,289,165,17,26
2014-07-31,419,234,152,13,20
2014-08-01,635,372,192,42,29
2014-08-02,668,441,161,32,34
2014-08-03,304,183,86,29,6
2014-08-04,350,203,101,31,15
2014-08-05,345,223,87,12,23
2014-08-06,291,152,102,17,20
2014-08-07,527,64,211,228,24
2014-08-08,548,121,154,261,12
2014-08-09,502,139,175,169,19
2014-08-10,231,59,65,98,9
2014-08-11,281,82,54,130,15
2014-08-12,289,64,97,105,23
2014-08-13,306,79,94,118,15
2014-08-14,437,129,140,152,16
2014-08-16,427,132,155,124,16
2014-08-17,264,78,96,73,17
2014-08-18,351,94,121,116,20
2014-08-19,425,148,142,117,18
2014-08-20,283,113,93,68,9
2014-08-21,457,85,120,10,242
2014-08-22,493,96,163,7,227
2014-08-23,578,144,233,15,186
2014-08-24,443,91,146,14,192
2014-08-25,471,113,135,20,203
2014-08-26,422,123,98,12,189
2014-08-27,571,139,188,18,226
2014-08-28,547,93,146,35,273
2014-08-29,689,156,147,27,359
2014-08-30,685,215,207,37,226
2014-08-31,459,122,140,29,168
2014-09-01,481,117,197,22,145
2014-09-02,443,115,143,56,129
2014-09-03,412,144,145,19,104
2014-09-04,338,120,179,13,26
2014-09-05,395,129,202,25,39
2014-09-06,608,222,293,45,48
2014-09-07,204,60,108,25,11
2014-09-08,273,95,135,18,25
2014-09-09,355,132,169,44,10
2014-09-10,254,94,103,30,27
2014-09-11,376,149,169,28,30
2014-09-12,379,125,187,32,35
2014-09-13,542,151,275,57,59
2014-09-14,207,86,91,19,11
2014-09-15,412,117,235,14,46
2014-09-16,338,153,133,25,27
2014-09-17,268,96,120,27,25
2014-09-18,485,126,252,29,78
2014-09-19,543,160,304,30,49
2014-09-20,648,256,312,54,26
2014-09-21,240,75,128,17,20
2014-09-22,401,149,179,30,43
2014-09-23,399,109,224,40,26
2014-09-24,407,135,214,18,40
2014-09-25,363,142,184,13,24
2014-09-26,469,167,228,50,24
2014-09-27,702,207,349,77,69
2014-09-28,250,83,135,23,9
2014-09-29,355,124,165,37,29
2014-09-30,340,156,150,13,21
2014-10-01,358,143,181,20,14
2014-10-02,765,542,164,23,36
2014-10-03,786,454,271,24,37
2014-10-04,1057,610,356,58,33
2014-10-05,458,314,112,26,6
2014-10-06,546,388,111,34,13
2014-10-07,486,288,134,26,38
2014-10-08,566,393,141,9,23
2014-10-09,542,344,153,29,16
2014-10-10,525,324,146,24,31
2014-10-11,844,458,291,50,45
2014-10-12,352,170,127,32,23
2014-10-13,426,223,142,22,39
2014-10-14,531,300,166,22,43
2014-10-15,366,156,162,31,17
2014-10-16,735,127,162,427,19
2014-10-17,922,139,186,574,23
2014-10-18,1034,182,235,589,28
2014-10-19,432,59,122,236,15
2014-10-20,484,83,136,233,32
2014-10-21,474,91,160,188,35
2014-10-22,527,90,195,195,47
2014-10-23,521,106,206,185,24
2014-10-24,569,165,208,164,32
2014-10-25,726,180,233,272,41
2014-10-26,379,110,118,131,20
2014-10-27,416,94,182,114,26
2014-10-28,392,108,146,122,16
2014-10-29,419,114,168,96,41
2014-10-30,578,104,150,22,302
2014-10-31,986,149,264,22,551
2014-11-01,720,121,259,14,326
2014-11-02,550,82,156,20,292
2014-11-03,526,133,158,29,206
2014-11-04,514,126,144,17,227
2014-11-05,508,126,170,32,180
2014-11-06,522,91,154,36,241
2014-11-07,681,133,248,45,255
2014-11-08,785,182,294,41,268
2014-11-09,298,45,105,26,122
2014-11-10,386,90,132,16,148
2014-11-11,424,105,174,14,131
2014-11-12,387,131,143,21,92
2014-11-13,805,599,177,15,14
2014-11-14,755,510,189,35,21
2014-11-15,969,675,223,36,35
2014-11-16,474,344,86,29,15
2014-11-17,408,286,94,11,17
2014-11-18,431,248,141,22,20
2014-11-19,646,372,242,21,11
2014-11-20,516,347,124,14,31
2014-11-21,625,378,185,37,25
2014-11-22,1016,679,246,49,42
2014-11-23,266,88,125,20,33
2014-11-24,241,79,126,21,15
2014-11-25,285,107,122,28,28
2014-11-26,277,99,119,8,51
2014-11-27,375,138,168,35,34
2014-11-28,430,151,199,49,31
2014-11-29,689,231,324,83,51
2014-11-30,247,101,103,27,16
2014-12-01,279,107,94,46,32
2014-12-02,321,127,133,39,22
2014-12-03,352,144,124,63,21
2014-12-04,383,135,175,46,27
2014-12-05,445,146,176,71,52
2014-12-06,597,227,253,76,41
2014-12-07,298,100,133,21,44
2014-12-08,213,73,120,10,10
2014-12-09,294,110,116,39,29
2014-12-10,336,121,153,44,18
2014-12-11,427,143,185,45,54
2014-12-12,445,170,189,65,21
2014-12-13,591,214,267,68,42
2014-12-14,259,65,112,37,45
2014-12-15,547,360,128,28,31
2014-12-16,492,311,151,18,12
2014-12-17,440,261,132,23,24
2014-12-18,462,276,136,23,27
2014-12-19,606,351,150,40,65
2014-12-20,1010,613,283,58,56
2014-12-21,467,248,123,65,31
2014-12-22,547,279,174,46,48
2014-12-23,747,406,240,58,43
2014-12-24,690,342,202,77,69
2014-12-26,408,157,130,32,89
2014-12-27,474,155,236,41,42
2014-12-28,318,109,149,35,25
2014-12-29,435,174,183,45,33
2014-12-30,519,180,245,53,41
2014-12-31,494,183,197,53,61
2015-01-02,435,158,221,17,39
2015-01-03,489,176,238,45,30
2015-01-04,313,103,148,43,19
2015-01-05,485,185,200,52,48
2015-01-06,133,57,60,7,9
2015-01-07,391,109,215,34,33
2015-01-08,305,121,147,15,22
2015-01-09,512,161,269,47,35
2015-01-10,803,281,422,52,48
2015-01-11,243,82,119,18,24
2015-01-12,314,96,164,23,31
2015-01-13,346,128,168,26,24
2015-01-14,356,123,174,35,24
2015-01-15,304,131,136,12,25
2015-01-16,345,111,168,28,38
2015-01-17,503,165,274,36,28
2015-01-18,203,42,120,20,21
2015-01-19,406,136,199,25,46
2015-01-20,352,150,142,30,30
2015-01-21,320,113,146,29,32
2015-01-22,331,102,167,27,35
2015-01-23,420,123,217,26,54
2015-01-24,719,218,413,47,41
2015-01-25,255,95,104,27,29
2015-01-26,244,70,131,33,10
2015-01-27,294,107,142,27,18
2015-01-28,340,135,157,20,28
2015-01-29,674,443,168,37,26
2015-01-30,790,550,170,43,27
2015-01-31,1238,856,304,47,31
2015-02-01,457,285,142,16,14
2015-02-02,488,280,174,12,22
2015-02-03,591,347,173,40,31
2015-02-04,469,247,162,36,24
2015-02-05,547,340,169,25,13
2015-02-06,748,439,248,31,30
2015-02-07,913,511,294,60,48
2015-02-08,346,217,110,10,9
2015-02-09,437,245,146,32,14
2015-02-10,496,299,156,22,19
2015-02-11,380,162,135,34,49
2015-02-12,436,117,136,35,148
2015-02-13,590,151,241,12,186
2015-02-14,782,200,354,58,170
2015-02-15,283,80,111,28,64
2015-02-16,393,80,130,60,123
2015-02-17,374,100,133,31,110
2015-02-18,311,104,140,11,56
2015-02-19,401,118,168,28,87
2015-02-20,550,162,195,35,158
2015-02-21,694,207,282,50,155
2015-02-22,275,72,134,19,50
2015-02-23,320,80,119,9,112
2015-02-24,389,79,123,26,161
2015-02-25,357,108,147,22,80
2015-02-26,267,94,126,25,22
2015-02-27,392,119,203,45,25
2015-02-28,490,171,231,54,34
2015-03-01,186,75,71,25,15
2015-03-02,247,104,113,16,14
2015-03-03,249,97,115,21,16
2015-03-04,297,126,112,33,26
2015-03-05,237,94,89,23,31
2015-03-06,402,139,183,36,44
2015-03-07,615,240,282,57,36
2015-03-08,262,57,116,60,29
2015-03-09,259,116,117,14,12
2015-03-10,344,97,176,34,37
2015-03-11,325,138,144,20,23
2015-03-12,339,119,169,29,22
2015-03-13,386,148,168,39,31
2015-03-14,531,192,260,40,39
2015-03-15,278,103,128,18,29
2015-03-16,265,80,146,20,19
2015-03-17,244,96,104,31,13
2015-03-18,306,110,150,26,20
2015-03-19,325,114,165,21,25
2015-03-20,358,113,189,26,30
2015-03-21,592,204,302,50,36
2015-03-22,240,83,110,20,27
2015-03-23,259,94,127,21,17
2015-03-24,299,84,164,34,17
2015-03-25,230,67,119,28,16
2015-03-26,543,353,150,24,16
2015-03-27,664,372,223,32,37
2015-03-28,796,412,285,48,51
2015-03-29,284,119,103,29,33
2015-03-30,377,207,132,20,18
2015-03-31,469,247,157,35,30
2015-04-01,523,279,173,35,36
2015-04-02,561,317,175,34,35
2015-04-03,751,331,309,75,36
2015-04-04,695,328,254,71,42
2015-04-06,279,118,135,15,11
2015-04-07,366,131,185,32,18
2015-04-08,304,88,165,20,31
2015-04-09,344,117,172,31,24
2015-04-10,421,131,217,26,47
2015-04-11,634,177,365,44,48
2015-04-12,183,43,110,17,13
2015-04-13,374,136,210,11,17
2015-04-14,375,155,169,30,21
2015-04-15,368,121,172,50,25
2015-04-16,384,145,178,32,29
2015-04-17,505,165,255,46,39
2015-04-18,634,246,290,51,47
2015-04-19,311,96,156,38,21
2015-04-20,346,93,200,22,31
2015-04-21,327,151,128,15,33
2015-04-22,390,181,156,23,30
2015-04-23,419,218,138,24,39
2015-04-24,591,230,250,53,58
2015-04-25,551,258,235,28,30
2015-04-26,257,138,87,25,7
2015-04-27,376,187,153,11,25
2015-04-28,360,170,150,22,18
2015-04-29,377,155,151,21,50
2015-04-30,1132,178,307,59,588
2015-05-02,986,214,337,43,392
2015-05-03,403,80,101,24,198
2015-05-04,469,118,147,20,184
2015-05-05,453,143,166,24,120
2015-05-06,447,122,134,20,171
2015-05-07,418,85,131,19,183
2015-05-08,583,152,186,39,206
2015-05-09,769,187,225,30,327
2015-05-10,252,68,77,11,96
2015-05-11,452,138,134,27,153
2015-05-12,357,77,132,12,136
2015-05-13,343,90,142,23,88
2015-05-14,547,308,192,32,15
2015-05-15,787,531,188,36,32
2015-05-16,1216,876,267,49,24
2015-05-17,367,264,76,20,7
2015-05-18,621,433,145,21,22
2015-05-19,669,457,146,25,41
2015-05-20,634,419,158,20,37
2015-05-21,630,381,193,33,23
2015-05-22,722,394,243,36,49
2015-05-23,1110,668,332,66,44
2015-05-24,322,180,104,17,21
2015-05-25,480,295,152,14,19
2015-05-26,499,319,134,21,25
2015-05-27,381,160,147,41,33
2015-05-28,591,96,182,283,30
2015-05-29,747,154,253,320,20
2015-05-30,999,160,262,553,24
2015-05-31,249,32,51,150,16
2015-06-01,657,103,189,340,25
2015-06-02,462,73,177,182,30
2015-06-03,594,165,156,254,19
2015-06-04,434,105,131,172,26
2015-06-05,561,143,178,215,25
2015-06-06,821,192,303,288,38
2015-06-07,291,84,107,89,11
2015-06-08,328,90,103,111,24
2015-06-09,378,100,119,124,35
2015-06-10,324,95,137,74,18
2015-06-11,258,107,114,16,21
2015-06-12,294,80,146,35,33
2015-06-13,438,127,215,50,46
2015-06-14,198,63,100,23,12
2015-06-15,189,70,86,13,20
2015-06-16,283,94,121,18,50
2015-06-17,257,108,111,15,23
2015-06-18,252,76,120,42,14
2015-06-19,306,112,139,20,35
2015-06-20,454,154,219,40,41
2015-06-21,181,69,62,30,20
2015-06-22,260,84,117,27,32
2015-06-23,254,89,130,21,14
2015-06-24,321,97,142,39,43
2015-06-25,221,65,112,26,18
2015-06-26,296,114,136,20,26
2015-06-27,445,149,206,57,33
2015-06-28,185,71,74,20,20
2015-06-29,243,71,98,17,57
2015-06-30,217,92,96,14,15
2015-07-01,317,126,123,35,33
2015-07-02,261,95,118,23,25
2015-07-03,295,92,152,21,30
2015-07-04,333,107,165,33,28
2015-07-05,145,47,85,4,9
2015-07-06,215,85,91,18,21
2015-07-07,254,110,96,27,21
2015-07-08,189,58,80,28,23
2015-07-09,322,101,176,24,21
2015-07-10,353,113,157,38,45
2015-07-11,458,140,233,48,37
2015-07-12,254,51,176,18,9
2015-07-13,263,94,109,46,14
2015-07-14,314,127,94,30,63
2015-07-15,257,115,115,15,12
2015-07-16,190,93,79,8,10
2015-07-17,324,117,140,34,33
2015-07-18,464,192,206,45,21
2015-07-19,160,49,86,17,8
2015-07-20,215,91,96,11,17
2015-07-21,260,85,131,29,15
2015-07-22,239,111,89,23,16
2015-07-23,477,116,133,206,22
2015-07-24,524,136,148,218,22
2015-07-25,611,115,191,276,29
2015-07-26,315,73,59,175,8
2015-07-27,509,124,168,191,26
2015-07-28,363,81,99,158,25
2015-07-29,390,97,106,159,28
2015-07-30,383,96,112,148,27
2015-07-31,473,108,203,140,22
2015-08-01,814,215,275,284,40
2015-08-02,235,76,77,68,14
2015-08-03,282,81,82,96,23
2015-08-04,410,100,148,147,15
2015-08-05,322,111,126,70,15
2015-08-06,483,97,132,13,241
2015-08-07,415,109,117,16,173
2015-08-08,477,135,162,28,152
2015-08-09,182,45,74,6,57
2015-08-10,325,85,129,19,92
2015-08-11,299,91,84,8,116
2015-08-12,326,91,100,20,115
2015-08-13,352,97,87,12,156
2015-08-14,605,154,225,29,197
2015-08-16,234,51,95,22,66
2015-08-17,373,96,123,23,131
2015-08-18,311,81,124,33,73
2015-08-19,266,70,106,24,66
2015-08-20,502,346,109,25,22
2015-08-21,482,330,104,24,24
2015-08-22,622,396,173,34,19
2015-08-23,459,300,132,14,13
2015-08-24,518,328,147,25,18
2015-08-25,463,279,135,26,23
2015-08-26,458,300,106,40,12
2015-08-27,463,326,98,23,16
2015-08-28,557,343,138,48,28
2015-08-29,626,328,239,34,25
2015-08-30,411,247,97,50,17
2015-08-31,473,287,135,23,28
2015-09-01,480,267,135,40,38
2015-09-02,465,215,187,46,17
2015-09-03,309,110,134,26,39
2015-09-04,319,116,142,19,42
2015-09-05,602,227,272,51,52
2015-09-06,236,83,90,41,22
2015-09-07,330,136,140,31,23
2015-09-08,276,122,121,13,20
2015-09-09,297,91,140,27,39
2015-09-10,287,114,116,15,42
2015-09-11,342,104,156,23,59
2015-09-12,560,210,248,41,61
2015-09-13,299,108,110,34,47
2015-09-14,319,142,117,33,27
2015-09-15,318,81,161,29,47
2015-09-16,293,124,113,30,26
2015-09-17,498,135,243,30,90
2015-09-18,474,190,196,31,57
2015-09-19,656,204,333,61,58
2015-09-20,319,112,146,32,29
2015-09-21,288,123,128,28,9
2015-09-22,331,117,154,31,29
2015-09-23,324,123,116,39,46
2015-09-24,308,117,143,24,24
2015-09-25,393,157,173,23,40
2015-09-26,549,180,313,31,25
2015-09-27,230,84,100,20,26
2015-09-28,262,90,126,31,15
2015-09-29,323,117,167,14,25
2015-09-30,330,115,173,29,13
2015-10-01,809,614,146,19,30
2015-10-02,911,669,193,26,23
2015-10-03,1265,895,255,69,46
2015-10-04,534,356,118,39,21
2015-10-05,511,330,121,14,46
2015-10-06,628,476,119,17,16
2015-10-07,778,516,197,42,23
2015-10-08,529,363,116,24,26
2015-10-09,741,495,193,33,20
2015-10-10,930,644,200,44,42
2015-10-11,389,262,72,34,21
2015-10-12,485,365,90,21,9
2015-10-13,441,291,119,19,12
2015-10-14,512,323,140,26,23
2015-10-15,268,72,145,25,26
2015-10-16,391,138,193,27,33
2015-10-17,482,204,196,44,38
2015-10-18,212,96,79,20,17
2015-10-19,284,91,118,33,42
2015-10-20,285,107,134,25,19
2015-10-21,327,110,155,28,34
2015-10-22,247,94,110,17,26
2015-10-23,356,144,150,40,22
2015-10-24,514,201,222,50,41
2015-10-25,194,91,78,10,15
2015-10-26,262,97,128,12,25
2015-10-27,300,109,126,35,30
2015-10-28,359,106,201,21,31
2015-10-29,624,85,163,358,18
2015-10-30,658,108,162,368,20
2015-10-31,883,195,233,424,31
2015-11-01,508,78,137,262,31
2015-11-02,541,138,146,229,28
2015-11-03,454,117,137,189,11
2015-11-04,610,189,127,277,17
2015-11-05,552,140,137,254,21
2015-11-06,710,221,169,282,38
2015-11-07,992,340,323,303,26
2015-11-08,395,158,84,133,20
2015-11-09,507,188,116,180,23
2015-11-10,420,144,93,160,23
2015-11-11,357,85,128,113,31
2015-11-12,316,55,199,20,42
2015-11-13,426,157,201,36,32
2015-11-14,590,172,287,67,64
2015-11-15,264,117,100,24,23
2015-11-16,284,81,163,16,24
2015-11-17,288,109,133,27,19
2015-11-18,245,99,110,30,6
2015-11-19,312,125,138,29,20
2015-11-20,427,143,221,35,28
2015-11-21,571,196,268,43,64
2015-11-22,234,80,115,13,26
2015-11-23,274,81,136,26,31
2015-11-24,302,109,159,23,11
2015-11-25,338,123,184,8,23
2015-11-26,273,101,130,25,17
2015-11-27,415,146,196,26,47
2015-11-28,709,217,417,29,46
2015-11-29,246,80,127,20,19
2015-11-30,318,102,182,15,19
2015-12-01,371,141,194,15,21
2015-12-02,302,93,139,30,40
2015-12-03,751,131,150,22,448
2015-12-04,810,149,171,58,432
2015-12-05,1090,190,306,76,518
2015-12-06,565,118,125,24,298
2015-12-07,686,136,188,38,324
2015-12-08,423,68,80,18,257
2015-12-09,562,82,135,21,324
2015-12-10,569,122,171,15,261
2015-12-11,618,155,202,42,219
2015-12-12,1004,281,341,66,316
2015-12-13,401,228,144,20,9
2015-12-14,430,278,126,15,11
2015-12-15,445,296,115,20,14
2015-12-16,522,314,166,30,12
2015-12-17,609,384,156,22,47
2015-12-18,624,418,146,33,27
2015-12-19,892,528,275,58,31
2015-12-20,439,242,143,37,17
2015-12-21,537,382,110,21,24
2015-12-22,550,303,186,33,28
2015-12-23,848,439,298,82,29
2015-12-24,688,399,179,62,48
2015-12-26,509,215,195,48,51
2015-12-27,424,159,192,41,32
2015-12-28,371,133,152,45,41
2015-12-29,371,130,132,78,31
2015-12-30,522,248,178,59,37
2015-12-31,481,179,225,46,31
2016-01-02,510,184,220,65,41
2016-01-03,187,70,74,19,24
2016-01-04,338,140,124,49,25
2016-01-05,422,165,191,31,35
2016-01-06,182,65,91,18,8
2016-01-07,289,111,142,20,16
2016-01-08,483,172,241,38,32
2016-01-09,693,271,330,63,29
2016-01-10,234,97,88,34,15
2016-01-11,390,167,183,23,17
2016-01-12,326,135,143,25,23
2016-01-13,302,122,140,15,25
2016-01-14,325,119,173,30,3
2016-01-15,443,174,208,40,21
2016-01-16,739,235,401,73,30
2016-01-17,323,113,176,24,10
2016-01-18,300,120,126,32,22
2016-01-19,347,126,170,26,25
2016-01-20,350,156,161,17,16
2016-01-21,818,615,161,23,19
2016-01-22,779,538,178,44,19
2016-01-23,1085,749,239,58,39
2016-01-24,542,353,134,43,12
2016-01-25,466,305,120,22,19
2016-01-26,481,325,115,19,22
2016-01-27,589,400,124,31,34
2016-01-28,616,437,139,28,12
2016-01-29,621,372,185,37,27
2016-01-30,934,569,271,59,35
2016-01-31,487,291,147,34,15
2016-02-01,598,391,156,29,22
2016-02-02,661,381,206,37,37
2016-02-03,300,138,110,20,32
2016-02-04,264,112,103,33,16
2016-02-05,361,157,152,30,22
2016-02-06,530,190,246,61,33
2016-02-07,282,104,132,30,16
2016-02-08,240,105,84,33,18
2016-02-09,231,70,128,10,23
2016-02-10,308,103,131,43,31
2016-02-11,226,83,98,31,14
2016-02-12,322,129,137,39,17
2016-02-13,603,229,253,77,44
2016-02-14,224,87,97,26,14
2016-02-15,267,113,119,19,16
2016-02-16,272,87,124,46,15
2016-02-17,275,100,145,18,12
2016-02-18,242,97,122,18,5
2016-02-19,335,131,147,26,31
2016-02-20,528,184,240,38,66
2016-02-21,219,80,97,22,20
2016-02-22,266,96,149,13,8
2016-02-23,300,108,144,24,24
2016-02-24,271,98,143,16,14
2016-02-25,294,114,151,16,13
2016-02-26,409,163,185,30,31
2016-02-27,523,182,232,63,46
2016-02-28,273,85,140,33,15
2016-02-29,269,110,117,30,12
2016-03-01,270,114,124,17,15
2016-03-02,251,96,129,16,10
2016-03-03,838,107,150,34,547
2016-03-04,977,151,218,27,581
2016-03-05,1083,236,308,52,487
2016-03-06,472,103,113,12,244
2016-03-07,528,130,140,17,241
2016-03-08,560,93,119,26,322
2016-03-09,628,93,149,24,362
2016-03-10,587,109,161,17,300
2016-03-11,674,189,227,31,227
2016-03-12,951,232,343,67,309
2016-03-13,255,77,122,33,23
2016-03-14,252,77,153,13,9
2016-03-15,348,129,175,27,17
2016-03-16,248,83,119,21,25
2016-03-17,550,374,137,19,20
2016-03-18,684,500,134,15,35
2016-03-19,845,565,222,24,34
2016-03-20,376,237,106,25,8
2016-03-21,488,306,131,26,25
2016-03-22,548,375,132,17,24
2016-03-23,496,308,152,23,13
2016-03-24,483,289,149,19,26
2016-03-25,763,505,185,42,31
2016-03-26,786,526,194,37,29
2016-03-28,290,131,126,18,15
2016-03-29,276,97,137,17,25
2016-03-30,304,112,164,18,10
2016-03-31,318,129,170,13,6
2016-04-01,400,153,154,57,36
2016-04-02,550,219,252,35,44
2016-04-03,216,82,98,25,11
2016-04-04,348,100,205,23,20
2016-04-05,354,129,157,34,34
2016-04-06,312,133,136,28,15
2016-04-07,244,101,105,27,11
2016-04-08,462,174,208,23,57
2016-04-09,628,212,315,61,40
